1	0.805968	0.749957
2	0.831908	0.776987
3	0.837016	0.783300
4	0.843558	0.790301
5	0.846083	0.793687
6	0.849584	0.797131
8	0.855897	0.803615
9	0.858651	0.805911
13	0.860086	0.807346
